Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY27,6.38,1,0.031898175,1,177.4344,OUT046,1997,2.0,1,1,1784.344
FDW14,8.3,2,0.038211537,1,87.7198,OUT046,1997,2.0,1,1,1569.9564
FDJ21,16.7,2,0.03874616,7,143.8102,OUT017,2007,2.0,2,1,4811.7366
FDX47,12.6,2,0.03443677,13,156.5288,OUT027,1985,1.0,3,4,4870.9928
FDK56,9.695,1,0.130261652,4,185.2898,OUT045,2002,2.0,2,1,3367.6164
NCN05,8.235,1,0.014456938,10,184.795,OUT035,2004,2.0,2,1,1464.76
FDC26,10.195,1,0.126383094,12,112.1886,OUT046,1997,2.0,1,1,667.1316
FDT14,10.695,2,0.127620811,1,119.244,OUT013,1987,3.0,3,1,3475.476
FDS36,8.38,2,0.046878474,6,109.857,OUT035,2004,2.0,2,1,2306.997
FDR48,11.65,1,0.220111117,6,153.0024,OUT010,1998,2.0,3,2,455.4072
FDM04,9.195,2,0.0471117,8,52.0666,OUT035,2004,2.0,2,1,615.1992
FDZ37,8.1,2,0.019768503,12,88.6198,OUT046,1997,2.0,1,1,1569.9564
FDE46,18.6,1,0.015858893,7,152.9366,OUT017,2007,2.0,2,1,453.4098
NCQ53,17.6,1,0.018905326,10,234.659,OUT046,1997,2.0,1,1,8508.924
NCN42,20.25,1,0.014280554,5,148.0418,OUT018,2009,1.0,3,3,1177.1344
DRH11,5.98,1,0.075675438,11,53.3614,OUT049,1999,1.0,1,1,331.5684
NCI42,18.75,1,0.010381661,5,207.8954,OUT049,1999,1.0,1,1,2292.3494
FDT07,5.82,2,0.077475884,4,255.333,OUT045,2002,2.0,2,1,4870.327
DRL60,8.52,1,0.02705936,2,153.3682,OUT046,1997,2.0,1,1,914.8092
FDG20,15.5,2,0.126199917,4,178.4028,OUT018,2009,1.0,3,3,1239.7196
FDF56,16.7,2,0.119462225,4,182.7976,OUT046,1997,2.0,1,1,1810.976
FDV33,9.6,2,0.027454997,7,258.1304,OUT018,2009,1.0,3,3,2324.9736
NCF31,9.13,1,0.051928034,5,151.4024,OUT049,1999,1.0,1,1,1973.4312
FDD59,10.5,2,0.0,16,78.296,OUT046,1997,2.0,1,1,1438.128
FDQ52,17.0,1,0.119570595,8,249.7434,OUT049,1999,1.0,1,1,4221.8378
FDP09,12.6,1,0.033725743,7,211.6902,OUT027,1985,1.0,3,4,4247.804
FDK24,9.195,1,0.101275792,6,46.4744,OUT035,2004,2.0,2,1,950.7624
NCA18,10.1,1,0.056077574,5,117.8492,OUT046,1997,2.0,1,1,1621.8888
NCE07,8.18,1,0.0,5,140.5154,OUT045,2002,2.0,2,1,1701.7848
FDM45,8.655,2,0.088178053,7,122.6756,OUT035,2004,2.0,2,1,2302.3364
FDQ32,17.85,2,0.046608497,4,122.9388,OUT046,1997,2.0,1,1,3095.97
FDI34,10.65,2,0.085119855,7,229.8668,OUT035,2004,2.0,2,1,4146.6024
FDE14,13.65,2,0.031418984,12,99.27,OUT013,1987,3.0,3,1,2596.62
DRF37,17.25,1,0.084809658,2,261.191,OUT017,2007,2.0,2,1,3155.892
FDW44,9.5,2,0.035350045,4,169.7448,OUT017,2007,2.0,2,1,3579.3408
FDC59,16.7,2,0.0,16,63.6168,OUT049,1999,1.0,1,1,1342.2528
NCI29,8.6,1,0.054601779,10,141.1154,OUT010,1998,2.0,3,2,425.4462
FDV38,19.25,1,0.102188428,1,54.3956,OUT018,2009,1.0,3,3,1201.1032
FDZ49,11.0,2,0.133034816,12,222.0798,OUT013,1987,3.0,3,1,2864.9374
DRD49,9.895,1,0.16817143,2,237.7564,OUT045,2002,2.0,2,1,3813.7024
FDA02,14.0,2,0.029722659,1,143.4786,OUT046,1997,2.0,1,1,1589.2646
FDX20,7.365,1,0.042733625,4,226.972,OUT018,2009,1.0,3,3,3848.324
FDS24,20.85,2,0.062172698,6,90.2514,OUT013,1987,3.0,3,1,619.8598
FDI58,7.64,2,0.070704474,7,93.412,OUT046,1997,2.0,1,1,1491.392
FDQ60,12.6,2,0.191500528,6,121.2098,OUT019,1985,2.0,1,2,120.5098
FDJ27,17.7,2,0.122065518,3,103.3674,OUT049,1999,1.0,1,1,2546.685
FDV27,7.97,2,0.04021623,3,90.4514,OUT017,2007,2.0,2,1,1328.271
NCL41,12.35,1,0.041737627,10,33.1216,OUT046,1997,2.0,1,1,519.324
NCP29,8.42,1,0.11227101,10,63.2168,OUT046,1997,2.0,1,1,703.0848
FDC45,12.6,1,0.135075924,4,170.3106,OUT027,1985,1.0,3,4,3422.212
FDN33,6.305,2,0.12301331,7,93.2436,OUT013,1987,3.0,3,1,2079.9592
DRC01,5.92,2,0.019238942,2,49.8692,OUT045,2002,2.0,2,1,1133.1916
FDL57,15.1,2,0.067212845,7,260.2304,OUT045,2002,2.0,2,1,4908.2776
NCF42,17.35,1,0.280164929,5,177.5712,OUT010,1998,2.0,3,2,527.3136
FDG50,7.405,1,0.015271793,12,89.9146,OUT046,1997,2.0,1,1,1550.6482
FDH22,6.405,1,0.136512858,7,128.7678,OUT049,1999,1.0,1,1,3052.0272
FDO36,19.7,1,0.078034976,6,178.066,OUT049,1999,1.0,1,1,3954.852
FDY04,17.7,2,0.042649476,8,162.721,OUT018,2009,1.0,3,3,978.726
FDZ09,17.6,1,0.104859135,7,161.8868,OUT035,2004,2.0,2,1,4094.67
FDH28,15.85,2,0.110202066,8,39.7506,OUT049,1999,1.0,1,1,721.0614
FDN32,17.5,1,0.01558456,4,185.1266,OUT049,1999,1.0,1,1,4795.0916
DRJ37,12.6,1,0.060805497,2,150.8024,OUT027,1985,1.0,3,4,3339.6528
FDE57,9.6,1,0.036490369,4,140.8154,OUT017,2007,2.0,2,1,1843.6002
FDG05,11.0,2,0.088025298,8,158.063,OUT045,2002,2.0,2,1,2659.871
FDI09,20.75,2,0.129864461,15,240.188,OUT018,2009,1.0,3,3,5992.2
DRD12,12.6,1,0.0,2,89.4146,OUT027,1985,1.0,3,4,2645.2234
FDD02,16.6,1,0.084176826,12,118.0124,OUT010,1998,2.0,3,2,592.562
FDI36,12.5,2,0.062343432,6,199.7426,OUT046,1997,2.0,1,1,593.2278
DRK39,7.02,1,0.049942926,1,82.425,OUT049,1999,1.0,1,1,1414.825
FDH44,19.1,2,0.025867261,4,147.6418,OUT035,2004,2.0,2,1,1471.418
FDS56,5.785,2,0.038817121,4,262.6252,OUT049,1999,1.0,1,1,524.6504
DRJ59,11.65,1,0.01941154,11,40.3164,OUT045,2002,2.0,2,1,502.0132
NCA30,19.0,1,0.216478153,5,190.1872,OUT010,1998,2.0,3,2,567.2616
FDF17,5.19,1,0.042707323,8,197.811,OUT045,2002,2.0,2,1,2946.165
NCX18,14.15,1,0.0,5,196.311,OUT046,1997,2.0,1,1,3338.987
NCO53,16.2,1,0.175898114,10,183.7608,OUT018,2009,1.0,3,3,2940.1728
FDT23,7.72,2,0.074847665,13,78.8986,OUT049,1999,1.0,1,1,623.1888
NCJ19,18.6,1,0.118180011,14,56.2588,OUT046,1997,2.0,1,1,1030.6584
FDI05,8.35,2,0.127587344,8,76.5354,OUT017,2007,2.0,2,1,1805.6496
NCJ19,18.6,1,0.19780911,14,55.6588,OUT010,1998,2.0,3,2,114.5176
NCS29,12.6,1,0.069208684,10,264.0884,OUT027,1985,1.0,3,4,4504.8028
NCC06,19.0,1,0.026963909,5,129.8336,OUT013,1987,3.0,3,1,3451.5072
FDJ12,8.895,2,0.039261947,6,207.4296,OUT017,2007,2.0,2,1,2492.7552
FDW48,18.0,1,0.008533716,6,78.5618,OUT013,1987,3.0,3,1,402.809
FDX32,15.1,2,0.100423086,4,144.7786,OUT017,2007,2.0,2,1,2600.6148
FDH02,12.6,2,0.0,12,91.8488,OUT027,1985,1.0,3,4,2716.464
FDD16,20.5,1,0.036353098,8,75.8696,OUT046,1997,2.0,1,1,2386.2272
FDR09,12.6,1,0.077348214,7,259.7962,OUT027,1985,1.0,3,4,8028.8822
FDB32,20.6,1,0.023548476,4,93.3778,OUT018,2009,1.0,3,3,1314.2892
FDP11,15.85,1,0.069043044,13,218.7166,OUT013,1987,3.0,3,1,4136.6154
FDG09,20.6,2,0.048010812,4,187.7556,OUT049,1999,1.0,1,1,3004.0896
FDF21,10.3,2,0.058778429,4,187.853,OUT013,1987,3.0,3,1,2656.542
NCJ19,12.6,1,0.117607719,14,55.2588,OUT027,1985,1.0,3,4,2748.4224
FDY03,17.6,2,0.127412338,3,111.3202,OUT010,1998,2.0,3,2,337.5606
FDK58,11.35,2,0.044945123,7,101.0016,OUT013,1987,3.0,3,1,2631.2416
FDC26,10.195,1,0.126579586,12,112.2886,OUT049,1999,1.0,1,1,2557.3378
FDN15,17.5,1,0.016802225,3,138.518,OUT018,2009,1.0,3,3,2376.906
DRH11,12.6,1,0.075192072,11,56.0614,OUT027,1985,1.0,3,4,2597.2858
NCK17,11.0,1,0.03786331,10,40.948,OUT013,1987,3.0,3,1,319.584
DRC01,5.92,2,0.019200003,2,47.7692,OUT046,1997,2.0,1,1,492.692
FDD03,13.3,1,0.079791176,1,232.73,OUT035,2004,2.0,2,1,2796.36
NCY17,18.2,1,0.16334971,10,45.1086,OUT049,1999,1.0,1,1,669.129
DRY23,9.395,2,0.109265987,2,42.3112,OUT049,1999,1.0,1,1,980.0576
FDT50,6.75,2,0.10821852,1,96.3752,OUT035,2004,2.0,2,1,1342.2528
FDC38,15.7,1,0.122392031,12,133.1942,OUT013,1987,3.0,3,1,2782.3782
NCN06,8.39,1,0.20168772,5,162.8868,OUT010,1998,2.0,3,2,327.5736
FDP56,12.6,1,0.046259036,4,47.4692,OUT027,1985,1.0,3,4,1576.6144
FDW34,9.6,1,0.035651291,7,244.917,OUT045,2002,2.0,2,1,2916.204
FDU07,11.1,1,0.059835659,4,151.3366,OUT035,2004,2.0,2,1,3022.732
NCO55,12.8,1,0.091408076,14,108.9938,OUT018,2009,1.0,3,3,1071.938
FDL16,12.85,1,0.169405699,8,46.106,OUT017,2007,2.0,2,1,792.302
FDT59,13.65,1,0.015943701,13,231.9668,OUT045,2002,2.0,2,1,3225.1352
DRF01,12.6,1,0.174232377,2,146.6102,OUT027,1985,1.0,3,4,1895.5326
NCS06,7.935,1,0.031801103,5,261.591,OUT045,2002,2.0,2,1,3155.892
FDY13,12.6,1,0.052749199,12,74.967,OUT019,1985,2.0,1,2,229.701
DRF36,16.1,1,0.039463564,2,189.9846,OUT010,1998,2.0,3,2,191.0846
FDV10,7.645,2,0.0,7,41.8112,OUT046,1997,2.0,1,1,894.8352
FDE09,8.775,1,0.036159635,4,110.7228,OUT010,1998,2.0,3,2,331.5684
FDC20,10.65,1,0.024020078,4,57.2272,OUT045,2002,2.0,2,1,1174.4712
FDI58,7.64,2,0.071104408,7,95.012,OUT017,2007,2.0,2,1,1864.24
FDI56,7.325,1,0.093913607,4,93.2146,OUT017,2007,2.0,2,1,1733.0774
NCI17,8.645,1,0.144006886,10,94.741,OUT018,2009,1.0,3,3,1061.951
NCE19,8.97,1,0.093159233,5,55.7956,OUT049,1999,1.0,1,1,1037.3164
FDA26,12.6,2,0.129425145,1,219.3482,OUT019,1985,2.0,1,2,219.0482
FDR01,5.405,2,0.053839714,12,198.6742,OUT018,2009,1.0,3,3,2388.8904
FDC32,12.6,1,0.098629062,4,90.6462,OUT027,1985,1.0,3,4,2406.2012
FDF11,10.195,2,0.017658634,16,240.1538,OUT049,1999,1.0,1,1,1442.1228
FDH46,6.935,2,0.041282286,7,103.5332,OUT046,1997,2.0,1,1,1230.3984
FDY33,12.6,2,0.170186628,7,159.0262,OUT019,1985,2.0,1,2,159.1262
DRG23,8.88,1,0.086781204,11,152.2682,OUT046,1997,2.0,1,1,1829.6184
FDY04,12.6,2,0.042270751,8,162.521,OUT027,1985,1.0,3,4,4567.388
FDE26,9.3,1,0.089186275,12,145.3786,OUT045,2002,2.0,2,1,2745.0934
NCU42,9.0,1,0.019502965,5,169.4474,OUT035,2004,2.0,2,1,4211.185
NCO42,21.25,1,0.024650932,5,146.0102,OUT035,2004,2.0,2,1,2916.204
FDU25,12.35,1,0.026722744,12,59.2246,OUT049,1999,1.0,1,1,984.7182
FDW02,12.6,2,0.037516862,1,124.3704,OUT027,1985,1.0,3,4,3004.0896
FDS22,16.85,2,0.023154399,7,43.9428,OUT046,1997,2.0,1,1,351.5424
FDG57,14.7,1,0.072284689,4,49.8034,OUT035,2004,2.0,2,1,631.8442
FDQ25,8.63,2,0.028391879,12,173.9422,OUT018,2009,1.0,3,3,4138.6128
NCS06,7.935,1,0.031866022,5,261.291,OUT018,2009,1.0,3,3,2892.901
FDC29,12.6,2,0.024088444,8,112.7176,OUT027,1985,1.0,3,4,1832.2816
NCZ41,19.85,1,0.064409056,10,126.7704,OUT035,2004,2.0,2,1,1752.3856
FDW23,5.765,1,0.082012293,6,37.5164,OUT046,1997,2.0,1,1,656.4788
FDB03,17.75,2,0.157075658,1,240.5538,OUT049,1999,1.0,1,1,3845.6608
FDN25,12.6,2,0.107110465,9,55.5588,OUT019,1985,2.0,1,2,229.0352
NCN05,8.235,1,0.014459672,10,181.895,OUT046,1997,2.0,1,1,732.38
FDV43,12.6,1,0.076483451,4,43.4086,OUT027,1985,1.0,3,4,847.5634
FDG44,6.13,1,0.10234983,4,55.0298,OUT049,1999,1.0,1,1,539.298
FDS12,9.1,1,0.174827835,6,127.2362,OUT018,2009,1.0,3,3,1635.8706
FDI52,18.7,1,0.104591027,8,121.4072,OUT013,1987,3.0,3,1,2450.144
FDU12,15.5,2,0.075868843,6,261.7568,OUT049,1999,1.0,1,1,1845.5976
FDG58,10.695,2,0.086764795,7,156.7972,OUT035,2004,2.0,2,1,3427.5384
FDA16,6.695,1,0.03408026,8,220.8456,OUT018,2009,1.0,3,3,5084.0488
NCD18,16.0,1,0.072655379,5,229.8668,OUT035,2004,2.0,2,1,4837.7028
FDI21,5.59,2,0.056555715,7,62.6168,OUT013,1987,3.0,3,1,639.168
FDW31,11.35,2,0.043402224,4,197.0742,OUT017,2007,2.0,2,1,2587.9646
FDB35,12.3,2,0.064882207,16,93.8804,OUT018,2009,1.0,3,3,1470.0864
FDK58,12.6,2,0.044764726,7,102.4016,OUT027,1985,1.0,3,4,2428.8384
FDU14,17.75,1,0.034752647,1,248.775,OUT046,1997,2.0,1,1,3745.125
NCP43,17.75,1,0.030631323,14,178.566,OUT018,2009,1.0,3,3,2516.724
FDM20,12.6,1,0.0,4,245.0144,OUT027,1985,1.0,3,4,3185.1872
FDT36,12.6,1,0.110735739,6,35.2874,OUT027,1985,1.0,3,4,988.0472
FDW19,12.35,2,0.038657256,4,110.257,OUT018,2009,1.0,3,3,1757.712
FDB29,16.7,2,0.052493162,8,113.9176,OUT049,1999,1.0,1,1,2519.3872
FDN39,19.35,2,0.065890998,3,167.0816,OUT017,2007,2.0,2,1,1510.0344
FDI02,15.7,2,0.114565093,12,112.0202,OUT046,1997,2.0,1,1,337.5606
FDA46,12.6,1,0.117065801,7,196.1136,OUT027,1985,1.0,3,4,6026.8216
FDV36,18.7,1,0.026450779,6,124.902,OUT017,2007,2.0,2,1,2909.546
FDE35,7.06,2,0.043863865,16,59.5904,OUT013,1987,3.0,3,1,761.6752
FDT46,11.35,1,0.0,7,52.4008,OUT035,2004,2.0,2,1,809.6128
FDS21,12.6,2,0.036551446,7,62.7194,OUT019,1985,2.0,1,2,123.8388
DRD12,6.96,1,0.077630199,2,90.9146,OUT017,2007,2.0,2,1,1459.4336
FDR14,12.6,1,0.304737387,1,54.7298,OUT019,1985,2.0,1,2,107.8596
FDG22,12.6,2,0.041180766,7,37.919,OUT027,1985,1.0,3,4,768.999
FDX58,13.15,1,0.043831721,7,184.195,OUT049,1999,1.0,1,1,2746.425
FDB40,12.6,2,0.007503372,1,146.7102,OUT027,1985,1.0,3,4,4374.306
FDJ36,14.5,2,0.214681063,6,102.7332,OUT010,1998,2.0,3,2,205.0664
NCL53,7.5,1,0.060649825,10,177.4028,OUT010,1998,2.0,3,2,354.2056
NCX05,15.2,1,0.097258937,10,114.8492,OUT045,2002,2.0,2,1,1506.0396
FDO21,11.6,2,0.009763021,7,226.2404,OUT046,1997,2.0,1,1,1800.3232
NCF07,9.0,1,0.032152981,5,102.0016,OUT018,2009,1.0,3,3,1518.024
FDU20,19.35,2,0.021439694,4,119.7098,OUT013,1987,3.0,3,1,1325.6078
FDK09,15.2,1,0.153592956,7,228.0352,OUT010,1998,2.0,3,2,458.0704
FDY57,20.2,2,0.121231308,7,97.5752,OUT035,2004,2.0,2,1,1534.0032
FDD51,12.6,1,0.119371835,1,45.2744,OUT027,1985,1.0,3,4,905.488
FDA49,12.6,1,0.064607378,12,87.4198,OUT027,1985,1.0,3,4,2267.7148
FDG33,5.365,2,0.14024028,15,171.0764,OUT046,1997,2.0,1,1,3263.7516
FDG35,21.2,2,0.0,16,173.6738,OUT049,1999,1.0,1,1,2954.1546
FDC52,11.15,2,0.008296692,1,150.6708,OUT045,2002,2.0,2,1,2106.5912
FDS34,19.35,2,0.077193256,7,112.7518,OUT017,2007,2.0,2,1,683.1108
NCY05,13.5,1,0.055075504,10,33.3874,OUT049,1999,1.0,1,1,282.2992
FDO46,9.6,2,0.014209811,7,188.1872,OUT035,2004,2.0,2,1,1701.7848
FDY20,12.5,2,0.081879864,4,91.7488,OUT049,1999,1.0,1,1,1358.232
FDA13,15.85,1,0.078540095,12,36.3506,OUT035,2004,2.0,2,1,607.2096
FDS04,10.195,2,0.146540889,8,141.7838,OUT013,1987,3.0,3,1,1685.8056
FDU51,20.2,2,0.097059596,3,178.6028,OUT017,2007,2.0,2,1,2302.3364
FDK50,7.96,1,0.028478742,12,161.8894,OUT018,2009,1.0,3,3,2750.4198
FDO60,20.0,1,0.034340926,6,45.4086,OUT013,1987,3.0,3,1,981.3892
FDM13,6.425,1,0.063532672,9,133.0626,OUT017,2007,2.0,2,1,1442.7886
FDU12,12.6,2,0.075384242,6,262.7568,OUT027,1985,1.0,3,4,7646.0472
NCG54,12.1,1,0.080131363,5,170.9106,OUT018,2009,1.0,3,3,1539.9954
FDH40,11.6,2,0.132111921,8,82.2276,OUT010,1998,2.0,3,2,243.6828
NCI06,12.6,1,0.083547515,5,179.166,OUT019,1985,2.0,1,2,359.532
FDA58,9.395,1,0.103731617,7,236.9932,OUT035,2004,2.0,2,1,4242.4776
FDJ02,17.2,2,0.025309134,12,147.0418,OUT017,2007,2.0,2,1,2354.2688
FDP21,7.42,2,0.0258457,7,188.9872,OUT018,2009,1.0,3,3,2458.1336
FDN57,18.25,1,0.054223942,7,142.0154,OUT035,2004,2.0,2,1,2127.231
FDV26,12.6,2,0.075791641,1,193.3794,OUT027,1985,1.0,3,4,8388.4142
FDZ21,17.6,2,0.03928284,7,94.641,OUT049,1999,1.0,1,1,2799.689
FDG21,12.6,2,0.145591438,15,148.705,OUT027,1985,1.0,3,4,1797.66
FDF26,6.825,2,0.046824729,12,155.1998,OUT018,2009,1.0,3,3,2460.7968
FDC39,7.405,1,0.159062948,1,208.9296,OUT013,1987,3.0,3,1,2700.4848
FDQ24,15.7,1,0.073966786,6,250.5724,OUT018,2009,1.0,3,3,4026.7584
FDC41,15.6,1,0.117574554,8,75.667,OUT017,2007,2.0,2,1,1301.639
NCO14,9.6,1,0.049617765,5,44.2086,OUT010,1998,2.0,3,2,44.6086
FDE05,12.6,2,0.032296886,8,144.0102,OUT027,1985,1.0,3,4,5394.9774
FDW52,12.6,2,0.037340835,8,163.1526,OUT027,1985,1.0,3,4,3946.8624
FDL36,12.6,1,0.075707087,6,88.183,OUT027,1985,1.0,3,4,1438.128
FDS04,10.195,2,0.146635206,8,139.0838,OUT035,2004,2.0,2,1,3652.5788
NCC18,19.1,1,0.177545624,5,172.4422,OUT049,1999,1.0,1,1,3621.2862
FDN01,8.895,1,0.072693696,9,175.937,OUT018,2009,1.0,3,3,529.311
FDY02,8.945,2,0.146701312,1,262.291,OUT010,1998,2.0,3,2,1314.955
FDV15,10.3,1,0.146999264,3,103.7648,OUT017,2007,2.0,2,1,2804.3496
FDC34,16.0,2,0.173109453,7,155.2972,OUT045,2002,2.0,2,1,3894.93
FDX10,6.385,2,0.124410284,7,34.3874,OUT017,2007,2.0,2,1,388.1614
NCF19,13.0,1,0.035079516,5,47.9034,OUT013,1987,3.0,3,1,583.2408
FDE17,20.1,2,0.054763518,8,150.9366,OUT017,2007,2.0,2,1,3476.1418
FDJ08,11.1,1,0.111122936,4,189.2846,OUT018,2009,1.0,3,3,3630.6074
NCN53,5.175,1,0.030330202,10,35.4874,OUT013,1987,3.0,3,1,388.1614
FDC16,11.5,2,0.0,1,88.254,OUT046,1997,2.0,1,1,1298.31
FDO15,16.75,2,0.008601441,3,73.7038,OUT018,2009,1.0,3,3,1404.1722
FDQ23,12.6,1,0.024407061,13,102.3332,OUT027,1985,1.0,3,4,1948.1308
DRF37,17.25,1,0.084262458,2,261.591,OUT013,1987,3.0,3,1,3418.883
FDN40,5.88,1,0.08644044,8,155.3998,OUT035,2004,2.0,2,1,2153.1972
FDN24,12.6,1,0.112718928,6,54.2956,OUT027,1985,1.0,3,4,1310.2944
FDF16,7.3,1,0.086619573,8,147.6076,OUT017,2007,2.0,2,1,3251.7672
FDH27,7.075,1,0.058437653,1,143.0128,OUT049,1999,1.0,1,1,1150.5024
FDY52,6.365,1,0.0,8,59.7536,OUT017,2007,2.0,2,1,980.0576
NCH55,12.6,1,0.034504414,5,125.202,OUT027,1985,1.0,3,4,2783.044
NCH18,9.3,1,0.044652785,5,247.0802,OUT035,2004,2.0,2,1,1228.401
DRC01,5.92,2,0.019184026,2,50.3692,OUT013,1987,3.0,3,1,591.2304
NCO14,9.6,1,0.029638267,5,42.6086,OUT035,2004,2.0,2,1,133.8258
DRG39,14.15,1,0.042180995,1,52.0982,OUT046,1997,2.0,1,1,578.5802
DRK13,11.8,1,0.11507174,2,198.2084,OUT013,1987,3.0,3,1,3769.7596
FDD41,6.765,2,0.087437069,8,106.1306,OUT045,2002,2.0,2,1,1672.4896
FDQ19,12.6,2,0.014295564,4,242.6512,OUT027,1985,1.0,3,4,12117.56
FDX58,13.15,1,0.073251428,7,181.695,OUT010,1998,2.0,3,2,549.285
FDK40,12.6,1,0.021743592,8,263.191,OUT027,1985,1.0,3,4,6574.775
FDI52,18.7,1,0.10527024,8,122.9072,OUT017,2007,2.0,2,1,490.0288
FDT28,13.3,1,0.063513272,8,149.9708,OUT013,1987,3.0,3,1,2106.5912
FDH52,9.42,2,0.044151435,8,61.5194,OUT017,2007,2.0,2,1,866.8716
FDZ38,17.6,1,0.008001018,1,170.4422,OUT046,1997,2.0,1,1,2759.0752
FDF12,8.235,1,0.0828941,6,149.3076,OUT017,2007,2.0,2,1,1921.4988
NCE06,12.6,1,0.091042211,5,162.6894,OUT027,1985,1.0,3,4,2588.6304
FDO45,13.15,2,0.038011783,7,89.6856,OUT049,1999,1.0,1,1,703.0848
NCS18,12.65,1,0.042296724,5,106.3938,OUT045,2002,2.0,2,1,3751.783
NCE54,20.7,1,0.02695441,5,73.2354,OUT045,2002,2.0,2,1,1504.708
FDB50,13.0,1,0.153930108,12,76.7986,OUT045,2002,2.0,2,1,2648.5524
FDZ20,16.1,1,0.034376537,4,256.1356,OUT045,2002,2.0,2,1,6358.39
FDB11,16.0,1,0.060971431,16,226.2404,OUT045,2002,2.0,2,1,4725.8484
FDU22,12.35,1,0.0,7,118.9124,OUT013,1987,3.0,3,1,3199.8348
FDY48,14.0,1,0.023831558,6,103.1332,OUT018,2009,1.0,3,3,1948.1308
NCP30,20.5,1,0.032762495,5,40.0822,OUT035,2004,2.0,2,1,1257.0304
FDD08,8.3,1,0.035347676,4,38.0506,OUT035,2004,2.0,2,1,531.3084
NCG42,19.2,1,0.041291929,5,130.131,OUT049,1999,1.0,1,1,1038.648
NCT30,9.1,1,0.080747059,5,46.9718,OUT017,2007,2.0,2,1,850.8924
FDT37,14.15,1,0.035240817,12,255.5014,OUT013,1987,3.0,3,1,5355.0294
FDU04,7.93,1,0.005557062,8,122.1414,OUT049,1999,1.0,1,1,2924.1936
NCH30,17.1,1,0.067154053,5,114.386,OUT046,1997,2.0,1,1,1245.046
DRG37,16.2,1,0.019362306,2,154.6972,OUT013,1987,3.0,3,1,1713.7692
FDS13,6.465,1,0.124506117,12,264.7884,OUT046,1997,2.0,1,1,3709.8376
FDQ47,7.155,2,0.168871496,13,34.3874,OUT018,2009,1.0,3,3,670.4606
FDY26,20.6,2,0.030504756,1,212.6244,OUT035,2004,2.0,2,1,3599.3148
FDB14,20.25,2,0.103142373,12,94.612,OUT018,2009,1.0,3,3,652.484
FDV45,12.6,1,0.078872251,7,189.5556,OUT019,1985,2.0,1,2,1126.5336
FDR23,15.85,1,0.082120687,13,177.437,OUT018,2009,1.0,3,3,5645.984
NCS29,9.0,1,0.069487587,10,266.6884,OUT013,1987,3.0,3,1,3974.826
FDK33,12.6,1,0.011180843,7,213.456,OUT027,1985,1.0,3,4,4261.12
FDW24,12.6,1,0.037315469,6,50.0034,OUT027,1985,1.0,3,4,1992.7394
FDR08,18.7,1,0.037835765,4,111.1886,OUT017,2007,2.0,2,1,2334.9606
FDB45,20.85,1,0.021312043,4,104.9306,OUT013,1987,3.0,3,1,2299.6732
FDW32,18.35,2,0.094218363,4,83.9882,OUT013,1987,3.0,3,1,1202.4348
FDN21,18.6,1,0.076841095,7,162.2236,OUT035,2004,2.0,2,1,2900.2248
FDH56,9.8,2,0.063805139,4,117.3492,OUT035,2004,2.0,2,1,810.9444
FDQ07,15.1,2,0.087542757,4,219.8456,OUT049,1999,1.0,1,1,6189.2768
FDU58,12.6,2,0.028871235,7,188.7898,OUT027,1985,1.0,3,4,2057.9878
FDK36,7.09,1,0.00720931,6,48.1034,OUT013,1987,3.0,3,1,1069.2748
NCG18,12.6,1,0.02286663,5,102.8332,OUT027,1985,1.0,3,4,2768.3964
FDQ26,12.6,2,0.067543727,1,57.2562,OUT027,1985,1.0,3,4,2073.967
DRL47,12.6,1,0.038549197,11,127.5362,OUT027,1985,1.0,3,4,1006.6896
DRJ11,9.5,1,0.0,11,188.9872,OUT017,2007,2.0,2,1,1323.6104
FDB41,19.0,2,0.097709541,8,48.6718,OUT018,2009,1.0,3,3,614.5334
NCA06,20.5,1,0.143283608,5,37.919,OUT046,1997,2.0,1,1,183.095
NCZ41,19.85,1,0.064551885,10,125.2704,OUT045,2002,2.0,2,1,2127.8968
NCD54,21.1,1,0.029173031,5,145.7786,OUT017,2007,2.0,2,1,1444.786
FDM34,12.6,1,0.067120954,7,132.9626,OUT027,1985,1.0,3,4,3279.065
FDL57,15.1,2,0.067020992,7,260.3304,OUT013,1987,3.0,3,1,5424.9384
NCD30,19.7,1,0.026826919,5,98.7726,OUT013,1987,3.0,3,1,1859.5794
FDH17,16.2,2,0.01665334,8,97.3726,OUT046,1997,2.0,1,1,2055.3246
FDD57,18.1,1,0.022395357,4,96.5094,OUT035,2004,2.0,2,1,1332.9316
FDC58,10.195,1,0.042113173,7,42.5428,OUT018,2009,1.0,3,3,878.856
FDX47,6.55,2,0.034604343,13,157.8288,OUT046,1997,2.0,1,1,2514.0608
FDC50,15.85,1,0.136774734,12,94.4094,OUT045,2002,2.0,2,1,1428.141
NCS53,12.6,1,0.089343433,10,157.3604,OUT027,1985,1.0,3,4,6021.4952
FDY13,12.1,1,0.030250132,12,75.267,OUT018,2009,1.0,3,3,612.536
FDP44,16.5,2,0.079698503,4,100.6332,OUT035,2004,2.0,2,1,1537.998
FDH60,12.6,2,0.141360118,6,197.311,OUT019,1985,2.0,1,2,392.822
