Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,410.4551645
FDZ08,OUT046,1223.096181
NCJ05,OUT018,2155.052386
FDF59,OUT046,2192.200751
NCO05,OUT035,1691.489493
FDW24,OUT018,674.0034038
NCX42,OUT018,2293.90991
NCA53,OUT035,887.0914994
FDI45,OUT019,427.2636967
FDG46,OUT046,1922.321821
FDM20,OUT010,614.466268
FDW11,OUT010,159.2147667
FDX08,OUT035,3116.11451
NCK17,OUT035,781.0337794
FDK32,OUT018,2048.420931
NCA42,OUT035,2703.296875
DRI01,OUT035,2835.090094
NCL55,OUT049,4241.128414
DRE25,OUT018,1258.897772
FDD14,OUT017,3094.653025
FDB10,OUT046,3698.426878
DRN11,OUT035,2344.00865
FDP38,OUT018,751.421515
NCA30,OUT017,3259.962353
FDT15,OUT017,3272.194699
NCP55,OUT018,841.670196
FDF12,OUT035,2410.396243
FDM21,OUT018,3714.546117
FDX56,OUT035,3527.012829
FDF10,OUT017,2359.470964
FDT32,OUT045,2963.243219
FDM51,OUT018,1271.549037
NCR50,OUT018,2147.031016
FDI19,OUT049,4116.270846
FDX21,OUT017,1689.790178
FDR31,OUT035,2603.524374
FDY02,OUT013,4476.055792
NCA29,OUT045,2744.522252
NCX17,OUT046,3591.906308
FDM12,OUT045,2961.192061
FDI53,OUT027,4303.808312
NCU30,OUT049,2896.911463
FDC56,OUT027,3281.270997
FDK27,OUT018,1601.368383
NCK18,OUT017,2866.646717
FDB52,OUT019,653.2197152
DRG25,OUT027,5249.877393
FDZ13,OUT049,941.2928899
FDB57,OUT019,681.2616416
FDR40,OUT046,1364.111147
NCO14,OUT019,142.337291
NCN19,OUT045,2991.133434
FDQ28,OUT019,442.1855785
FDO13,OUT018,2233.728565
FDK48,OUT013,1231.971312
FDU07,OUT018,2083.029578
FDW20,OUT046,1883.577186
FDV12,OUT010,212.4652494
FDH24,OUT013,2732.063063
FDV59,OUT049,3644.560078
FDK57,OUT045,1801.820261
FDL16,OUT027,1385.74646
NCQ17,OUT046,2349.234014
FDJ15,OUT018,2643.310946
FDX24,OUT049,1458.774975
FDT47,OUT046,1867.519982
FDT10,OUT049,942.1694646
FDZ37,OUT018,1205.682928
FDW43,OUT027,6136.820019
DRN36,OUT017,1353.281042
FDJ14,OUT045,1304.762278
FDA32,OUT013,3919.522906
FDJ38,OUT019,579.6783116
FDQ57,OUT017,2593.998256
NCQ41,OUT019,499.7280243
FDG56,OUT049,913.0578698
DRC13,OUT027,3369.953276
FDV55,OUT035,2441.454842
FDQ49,OUT045,2546.916037
FDE29,OUT010,148.4560529
FDR03,OUT013,3511.882049
FDD45,OUT049,1418.395752
FDN38,OUT010,688.9259798
FDT56,OUT046,846.852038
FDT48,OUT045,3094.710023
FDU03,OUT049,3052.932555
FDC56,OUT010,248.6326549
NCO43,OUT027,2570.342098
FDQ27,OUT017,1672.83278
FDR03,OUT046,3459.665846
DRH23,OUT010,142.8568053
FDG22,OUT045,640.8485782
NCJ42,OUT013,1693.220889
FDR24,OUT046,1371.717837
FDW60,OUT035,3354.080219
FDJ08,OUT013,3260.961258
DRL59,OUT018,735.2295962
FDG60,OUT010,566.1133994
FDW27,OUT017,2860.37935
FDX14,OUT018,997.161719
FDC20,OUT013,940.3132721
NCS29,OUT018,3415.861127
FDJ56,OUT046,1290.269802
FDB20,OUT019,196.8938784
FDL28,OUT027,5800.173231
FDW01,OUT018,2108.255157
FDL03,OUT046,3259.40435
FDX22,OUT049,3670.906904
FDJ21,OUT035,2548.440099
FDR31,OUT045,2499.937733
FDG21,OUT035,2651.092398
FDS22,OUT027,1242.909014
FDK08,OUT035,1537.487944
FDE17,OUT018,2062.502423
NCN30,OUT017,1490.041768
FDT50,OUT046,1526.928103
NCX42,OUT049,2879.989518
FDJ12,OUT035,3753.537279
NCA18,OUT027,3142.490109
FDP23,OUT019,542.830149
FDX12,OUT013,4267.594511
FDN40,OUT018,2053.21969
FDV48,OUT035,1278.822666
NCY54,OUT013,2808.163826
FDL16,OUT010,123.1769783
FDR45,OUT018,3201.616034
FDJ52,OUT046,2482.179493
DRG01,OUT017,1068.233815
FDP52,OUT013,3830.344051
FDU58,OUT017,3546.274644
FDL02,OUT045,1673.478159
FDG28,OUT013,4071.441907
FDA19,OUT035,2051.914526
FDW46,OUT027,1766.18944
NCD43,OUT049,1628.715631
DRG39,OUT013,871.6981892
NCF55,OUT049,666.0233317
FDJ07,OUT046,1827.537812
FDE08,OUT046,2288.439906
FDP56,OUT019,149.8486958
FDT45,OUT045,865.2363827
FDF17,OUT018,2675.10586
FDX44,OUT046,1288.311594
FDM28,OUT027,4795.681569
FDI36,OUT049,3420.618949
FDS07,OUT045,1819.443451
FDD36,OUT045,1775.736628
FDW11,OUT046,1085.274385
FDN40,OUT049,2690.407785
NCQ18,OUT049,1527.411332
NCQ54,OUT017,2880.781365
NCS42,OUT045,1307.179624
DRH39,OUT010,151.576795
FDC09,OUT027,2729.928993
FDT08,OUT010,334.4598008
FDC08,OUT035,4021.971117
FDT20,OUT017,635.6444227
FDS35,OUT035,1099.522191
FDX58,OUT018,2519.486579
FDW58,OUT046,1650.412631
DRD27,OUT046,1379.357159
FDH32,OUT019,235.1255017
FDS26,OUT035,4633.38884
FDQ31,OUT046,1513.685417
FDP11,OUT018,3145.879844
FDD58,OUT017,1574.952937
FDM33,OUT045,3429.698665
FDZ16,OUT049,3303.231559
NCS29,OUT010,684.2062849
NCM18,OUT019,166.3825135
FDP11,OUT049,3666.910496
NCC42,OUT017,2477.331371
DRM23,OUT046,2585.251381
NCN55,OUT027,5537.983693
FDK46,OUT013,4543.446662
FDR01,OUT046,3664.95707
NCA05,OUT045,2340.34235
NCP43,OUT017,3197.088211
FDR12,OUT010,431.1739975
FDQ01,OUT013,3864.277051
FDM13,OUT046,2104.70238
FDQ19,OUT017,4468.914016
FDK56,OUT019,393.0652635
NCX06,OUT010,452.9358139
FDO56,OUT027,3204.451938
FDU45,OUT045,1733.679175
FDI16,OUT019,170.4215002
FDL32,OUT046,1631.863358
FDA07,OUT046,2143.101578
FDA14,OUT045,2367.65965
FDV46,OUT027,3761.570012
NCO07,OUT035,3785.67405
NCP41,OUT046,1736.514786
FDY60,OUT018,1965.936013
FDN38,OUT017,4434.97426
FDO15,OUT046,1113.724166
FDT60,OUT013,1987.264291
FDA55,OUT035,3864.462359
FDE02,OUT010,211.8042801
DRJ39,OUT049,3844.063642
FDV34,OUT035,1269.452545
FDS20,OUT027,5059.787642
FDF02,OUT027,2706.964244
FDW40,OUT017,2470.64723
NCB43,OUT046,2734.260481
FDR58,OUT017,1453.429788
DRJ59,OUT035,798.1511194
NCD30,OUT017,1513.208733
FDE14,OUT017,1836.047941
FDC28,OUT018,1411.437769
FDU16,OUT018,1060.66844
NCD19,OUT035,898.9232139
FDU21,OUT046,703.8828403
FDV59,OUT027,5286.289196
FDU03,OUT045,2945.790497
FDC33,OUT010,595.054566
NCR42,OUT035,636.802758
DRH59,OUT035,1275.141051
NCM31,OUT035,2643.611872
FDS50,OUT035,3783.462026
FDP39,OUT046,752.0114582
FDQ55,OUT013,1747.243067
FDV36,OUT019,307.9303331
FDI05,OUT027,2060.527658
FDS45,OUT027,2813.556539
FDA39,OUT045,610.9329437
FDC37,OUT010,236.3392694
FDJ60,OUT027,4548.306479
DRQ35,OUT046,2001.671579
NCJ06,OUT046,1798.558375
NCY42,OUT018,1950.855157
DRM37,OUT049,3464.776259
FDR14,OUT045,743.1506397
FDE51,OUT049,800.5699398
FDT33,OUT017,3136.973385
FDR08,OUT013,1867.369395
FDE36,OUT010,476.020179
FDL22,OUT019,228.6269885
FDR44,OUT013,2006.892202
FDI56,OUT019,217.4046345
FDE47,OUT010,323.808263
FDV27,OUT010,213.7019637
FDV10,OUT049,755.7819166
FDC40,OUT045,1098.322171
NCX41,OUT013,3602.900663
NCQ38,OUT027,2697.051076
FDV12,OUT027,2656.614075
FDE52,OUT017,1308.223867
FDG20,OUT027,4885.811329
FDV16,OUT027,1137.412854
FDI32,OUT017,1752.379664
FDJ32,OUT049,926.1069286
FDN39,OUT018,2411.248572
FDY34,OUT017,3184.562523
FDC14,OUT035,847.9043143
FDA55,OUT017,3891.770285
FDZ50,OUT010,416.0485159
DRG13,OUT049,2818.090096
FDP01,OUT013,2188.626975
NCG54,OUT017,2769.986724
FDM13,OUT045,2017.927743
NCO18,OUT027,4892.703569
NCW41,OUT013,2586.285592
FDM52,OUT027,3960.228731
NCF55,OUT035,652.3311873
FDT09,OUT046,2182.232462
NCM19,OUT035,1930.977792
FDW12,OUT018,2084.647372
FDP15,OUT019,592.5879089
FDK36,OUT045,758.7670553
FDZ25,OUT035,3205.375442
NCW06,OUT049,3339.679558
FDW60,OUT046,3188.837932
DRC49,OUT013,2496.222178
NCT17,OUT035,3290.178226
NCN06,OUT018,2345.773844
FDC45,OUT013,2875.879959
DRJ47,OUT019,413.3398788
NCF06,OUT045,3963.439641
FDE21,OUT010,253.0567215
DRG27,OUT013,766.2034676
FDW40,OUT049,2355.434048
NCO53,OUT046,2611.802508
FDE23,OUT049,808.0112732
FDQ16,OUT046,1666.373549
FDS26,OUT045,4228.084326
FDZ13,OUT010,140.3428451
FDS14,OUT049,2666.81407
FDC10,OUT045,1852.434544
FDY16,OUT049,3211.423448
FDJ20,OUT035,2199.979787
FDV43,OUT035,746.9642549
FDZ32,OUT027,2807.610143
FDR23,OUT046,2852.694699
FDN24,OUT035,909.2286856
FDE34,OUT027,4870.779185
FDU31,OUT013,3704.277931
FDW33,OUT018,1458.06503
FDU26,OUT046,1734.551799
FDE20,OUT027,4709.833771
NCW05,OUT035,1848.201966
FDB22,OUT018,2101.633345
FDO56,OUT046,2050.799624
FDA19,OUT027,3537.566053
DRI39,OUT045,808.5138303
FDH52,OUT018,812.8667412
FDZ50,OUT035,3099.797777
NCN42,OUT035,2499.976524
FDB53,OUT013,2331.904469
DRG11,OUT017,1845.136007
DRK11,OUT027,3906.006934
FDQ60,OUT017,2049.710872
FDT36,OUT017,615.1616178
DRG25,OUT018,2599.441792
DRJ23,OUT046,3228.76676
FDG05,OUT035,2781.341762
NCK06,OUT018,1588.493776
FDU52,OUT017,2626.989692
FDW07,OUT018,1195.33116
NCM17,OUT045,757.1685841
FDA22,OUT045,2570.737268
NCA41,OUT018,2815.520917
FDF38,OUT035,872.4733276
FDH52,OUT046,1124.56307
FDY58,OUT019,553.5297846
FDZ16,OUT045,3208.539494
NCM18,OUT017,914.6816678
FDA22,OUT018,2271.912965
NCJ43,OUT035,3025.042714
FDI34,OUT027,5909.382339
FDG56,OUT046,936.4090989
FDS34,OUT046,1793.733369
DRC01,OUT035,874.4625185
FDQ04,OUT035,708.7498615
FDK04,OUT035,961.3316153
FDT51,OUT049,1699.421691
FDV26,OUT017,3250.882472
FDS04,OUT049,2369.274133
FDW43,OUT018,3208.480969
FDQ28,OUT010,372.7246367
NCK06,OUT017,2001.070135
FDS23,OUT018,1708.907376
FDZ36,OUT019,527.9719009
FDE56,OUT018,848.4822159
FDW10,OUT027,4733.823289
NCN14,OUT045,2894.413735
NCQ18,OUT045,1493.550549
FDW08,OUT017,1702.910809
FDU43,OUT035,4039.716354
FDR33,OUT010,243.8556564
FDM24,OUT010,405.8455073
NCZ05,OUT046,1655.824168
NCV41,OUT035,1974.731221
FDV11,OUT018,2466.079227
NCY05,OUT035,722.2679286
FDV44,OUT018,2683.32681
FDW32,OUT049,1253.501843
NCU18,OUT027,3911.152739
NCC43,OUT035,4351.480376
FDW19,OUT013,1637.963301
FDN31,OUT035,3159.750153
FDI48,OUT045,775.1759757
FDS24,OUT017,1411.2792
FDF46,OUT049,1898.843366
DRG23,OUT017,2621.910497
FDG14,OUT018,2149.328925
NCY30,OUT049,3064.16328
FDO28,OUT018,1651.016651
DRD24,OUT035,2307.988675
FDI33,OUT049,1373.475987
FDN32,OUT046,2988.494852
FDR16,OUT045,3356.279783
FDF26,OUT046,2759.268493
NCN29,OUT018,691.9595155
FDE20,OUT045,2773.693715
FDA46,OUT046,2808.054407
FDU28,OUT045,2944.596587
FDQ48,OUT045,1490.30473
FDV36,OUT013,2180.316962
FDR14,OUT018,701.9215314
FDP23,OUT017,3908.513738
FDP56,OUT013,873.9158505
FDK48,OUT010,165.6317628
FDR48,OUT046,2186.688385
NCY29,OUT049,959.2720647
FDM22,OUT018,708.3901356
DRJ01,OUT013,2795.287684
FDZ43,OUT045,3805.934179
FDV03,OUT035,2650.655676
FDX11,OUT027,4928.761574
NCA41,OUT027,5026.761258
FDE38,OUT017,3068.14635
FDI27,OUT018,572.4889028
FDN32,OUT013,3356.124839
NCN43,OUT017,2271.625981
FDB47,OUT027,5452.940911
FDV03,OUT017,2468.298616
NCN30,OUT045,1414.240058
NCV54,OUT010,265.0307
FDV07,OUT013,1805.254493
FDP07,OUT049,3391.54169
FDK48,OUT018,937.525858
FDM15,OUT019,386.4521254
FDY19,OUT027,3166.08221
FDK46,OUT046,4115.118628
FDY11,OUT045,1040.649124
FDH09,OUT046,1000.766569
FDO08,OUT027,4597.466782
FDU14,OUT013,4746.118541
FDD22,OUT027,3014.313513
FDM27,OUT017,2449.119069
FDL02,OUT027,2671.690912
NCA17,OUT035,2626.974999
FDE38,OUT019,398.8479694
NCG07,OUT049,3303.24335
DRC27,OUT013,4561.681928
FDA27,OUT035,4359.679502
FDW40,OUT045,2179.734832
DRI11,OUT013,1825.793688
FDN50,OUT046,1663.665145
FDR12,OUT046,2863.371098
FDT34,OUT027,2819.116782
FDW11,OUT035,1119.519806
NCO30,OUT027,5022.202685
FDZ34,OUT017,3476.678502
FDU45,OUT017,1963.324394
NCD42,OUT035,726.9093342
FDX25,OUT045,2815.094141
NCR29,OUT046,972.482133
FDX43,OUT019,430.9438222
FDB04,OUT010,180.3772961
FDR49,OUT027,1409.781522
FDS39,OUT018,1901.434378
FDW58,OUT045,1593.936608
FDG22,OUT019,138.9549496
FDG31,OUT017,908.0808742
NCV53,OUT027,5993.692515
DRJ37,OUT035,2426.173222
FDV07,OUT035,1761.349204
FDW52,OUT018,2322.30737
FDT15,OUT045,2972.555246
FDD02,OUT018,1647.830056
FDM16,OUT035,1283.243358
NCE55,OUT046,2539.968399
FDB57,OUT018,3127.199976
FDQ04,OUT013,767.0560882
FDQ47,OUT019,152.7872958
FDY14,OUT019,629.0387846
DRK37,OUT017,3079.704655
FDO25,OUT017,3480.031011
FDL57,OUT046,4376.304242
NCK29,OUT018,1640.487699
FDK46,OUT027,6525.713573
NCB43,OUT010,445.8565132
DRE01,OUT027,6282.430294
FDC46,OUT018,2747.402228
FDQ23,OUT045,1663.078616
FDX38,OUT049,760.4842245
FDG60,OUT018,3480.619232
FDW55,OUT017,4420.690144
FDP39,OUT013,861.7261936
FDB20,OUT018,973.3553722
FDV21,OUT017,1996.204543
FDZ02,OUT013,1421.113693
FDP19,OUT027,3520.399591
FDA38,OUT035,4061.245799
FDH22,OUT045,1929.909537
DRM11,OUT045,3827.265635
FDO12,OUT027,5262.06738
FDT14,OUT049,1917.013596
FDW34,OUT010,632.1239142
FDG04,OUT027,5023.230275
FDW59,OUT018,1167.815178
FDR33,OUT018,1433.887061
FDP32,OUT013,2206.676757
FDL13,OUT027,5774.703297
FDD22,OUT013,1810.588577
FDV40,OUT027,1839.045557
NCD55,OUT046,687.8019014
FDQ20,OUT010,107.8788233
FDD28,OUT045,877.8758959
FDC39,OUT045,3216.45202
NCR17,OUT049,1954.331054
DRO35,OUT018,1594.202311
FDF40,OUT049,4285.771134
FDR31,OUT018,2013.054026
NCQ41,OUT017,3539.620112
FDP38,OUT046,952.0338257
NCU54,OUT027,5571.217875
FDG22,OUT018,533.3229929
DRK59,OUT013,3908.248838
FDC37,OUT046,1634.735397
NCO42,OUT013,2523.464544
NCT42,OUT017,2533.52975
FDX27,OUT035,1383.842957
FDV40,OUT018,952.3658442
FDT45,OUT027,1491.237052
FDS47,OUT019,215.5123365
FDR45,OUT035,4047.099138
FDB03,OUT045,3843.603847
FDO49,OUT035,956.7698038
FDU60,OUT027,4571.866139
FDB26,OUT018,738.2050486
FDB46,OUT017,3727.481775
FDQ37,OUT019,440.2902241
FDN03,OUT017,4523.393511
NCX30,OUT045,3826.688758
FDK32,OUT019,408.1907143
DRM47,OUT013,3189.525095
NCO02,OUT046,1156.99891
FDP04,OUT013,1030.788148
NCO43,OUT049,1703.110693
FDD59,OUT013,1113.195857
FDQ10,OUT017,2962.537271
FDW45,OUT035,2542.091255
NCK30,OUT049,4239.984232
FDU31,OUT018,3050.975687
NCQ17,OUT019,340.0471925
FDN01,OUT017,3020.606581
FDZ19,OUT049,3058.392343
DRG37,OUT017,2531.230892
FDE32,OUT045,639.8764648
FDO34,OUT049,2845.224923
FDM04,OUT019,169.9330509
FDZ25,OUT049,2970.191024
FDU08,OUT049,1532.607698
NCW30,OUT045,3995.125203
NCM18,OUT013,1003.106063
FDS22,OUT035,755.2256236
NCH18,OUT017,4136.814898
FDC23,OUT013,2835.807593
FDY46,OUT013,3189.503567
NCU06,OUT046,3547.92688
FDX57,OUT045,1467.589742
FDX36,OUT027,5835.829556
FDL16,OUT045,801.6297238
FDT16,OUT010,759.8594566
FDN16,OUT018,1342.892276
FDC03,OUT046,3500.535247
DRF60,OUT013,4395.840403
FDS27,OUT027,5427.915325
FDP33,OUT010,606.6640432
FDJ36,OUT018,1434.631449
NCR42,OUT013,660.2164244
FDV14,OUT017,1202.798419
NCP42,OUT035,3387.971062
FDB50,OUT027,2129.072697
NCC30,OUT027,4847.330742
FDA23,OUT018,1311.670936
FDW16,OUT017,1550.898377
FDQ52,OUT010,613.4195833
FDB58,OUT049,2403.306725
NCP29,OUT049,1097.425698
NCM05,OUT045,3866.785615
FDO25,OUT013,3318.990142
NCM54,OUT046,2026.199949
NCL54,OUT046,2907.907167
FDL39,OUT010,412.3565619
FDF53,OUT018,2556.748543
NCQ42,OUT035,2157.863444
FDF58,OUT013,1017.386578
FDZ04,OUT035,1059.107706
FDE26,OUT019,329.7188518
FDS60,OUT017,3096.309022
FDV58,OUT017,3454.987531
FDM04,OUT045,835.155132
FDE08,OUT035,2470.467134
NCB43,OUT049,3154.194097
FDU11,OUT010,282.4230351
FDF22,OUT019,502.4449906
FDE24,OUT013,2324.473276
DRJ49,OUT046,2028.397308
NCQ53,OUT035,4048.736462
NCL41,OUT013,684.3519238
FDR22,OUT013,1525.859313
FDH04,OUT035,1657.944032
DRH15,OUT045,680.9488688
FDY40,OUT049,791.7807481
NCI17,OUT035,1563.402345
NCC18,OUT013,3132.042936
FDY28,OUT027,5424.675156
FDB45,OUT027,2740.449393
NCL30,OUT018,1843.388721
FDM10,OUT017,3553.908447
FDH22,OUT027,3442.198943
NCZ53,OUT017,3446.512268
NCI18,OUT013,4049.853623
FDH14,OUT027,3537.032057
FDR36,OUT027,1322.15863
FDW01,OUT045,2314.069605
FDK02,OUT027,3153.339452
FDJ02,OUT018,2076.314888
FDU55,OUT013,4697.960209
NCV18,OUT027,2237.96187
FDH14,OUT018,1931.441429
FDZ37,OUT045,1466.403072
FDX49,OUT049,3937.252436
NCD43,OUT046,1637.766417
FDZ07,OUT013,863.6979505
FDK43,OUT035,2048.725012
FDR32,OUT018,3153.597395
FDT39,OUT013,2497.405692
NCV54,OUT017,1952.773008
FDF38,OUT018,650.2192641
FDV60,OUT046,3097.111903
FDH44,OUT027,3996.756166
FDS21,OUT046,970.2709614
NCL41,OUT045,656.0251155
FDM46,OUT017,1359.488624
FDU27,OUT045,755.1829391
NCJ54,OUT017,3884.356465
DRG51,OUT018,2273.436795
NCA29,OUT019,417.5345274
FDR47,OUT045,2933.235962
NCL19,OUT027,3661.183305
DRG01,OUT049,1086.408695
FDG10,OUT046,1035.384612
NCV05,OUT049,2599.565912
NCH18,OUT019,596.9807377
FDV14,OUT018,1102.603814
DRJ23,OUT035,3321.858445
DRJ11,OUT046,2999.02958
FDZ03,OUT017,3090.309536
FDI27,OUT010,117.9759334
FDJ14,OUT018,1109.872706
FDU32,OUT017,1919.61486
FDD47,OUT027,3966.522685
DRF36,OUT035,3248.557597
FDM21,OUT046,4109.056295
FDV10,OUT018,628.7782069
FDH60,OUT018,2747.190591
FDX47,OUT010,453.1504756
FDT19,OUT019,411.7118996
FDO11,OUT045,4033.150196
FDH24,OUT027,4303.484189
FDL02,OUT018,1517.879619
FDB02,OUT049,3092.852845
FDA43,OUT046,3025.067771
FDG52,OUT045,774.4329961
DRC12,OUT013,3503.517503
FDY37,OUT018,1998.533816
NCU18,OUT045,2223.153711
FDU09,OUT035,963.2816303
DRJ25,OUT027,1461.257759
DRE12,OUT018,1396.431377
DRL47,OUT017,2191.862177
DRK01,OUT046,1356.008435
FDC22,OUT019,490.7722583
FDG44,OUT013,895.3839391
FDW04,OUT035,2341.005855
FDK09,OUT049,3807.410066
NCN43,OUT035,2189.749536
FDG04,OUT049,3243.279842
FDH32,OUT010,190.7412457
DRI47,OUT017,2636.412196
DRE15,OUT013,1216.10946
FDY11,OUT035,1148.736524
FDO60,OUT049,727.1135363
FDQ20,OUT018,567.9940021
FDO57,OUT027,4328.236538
FDT14,OUT019,274.5415224
FDA57,OUT049,701.9440241
DRN35,OUT017,726.0498791
FDJ03,OUT046,800.2072548
FDX28,OUT017,1548.759016
DRE25,OUT045,1352.203184
FDR09,OUT046,4060.674525
FDB23,OUT035,4268.501086
FDO08,OUT045,2610.099617
FDQ23,OUT049,1688.496746
FDW04,OUT013,1911.054201
DRK13,OUT010,448.1043451
NCL17,OUT027,3756.636674
FDY21,OUT035,3310.726855
FDJ38,OUT027,4609.780385
FDA37,OUT019,370.1385338
FDV43,OUT013,780.3181451
FDL36,OUT046,1343.210119
FDD53,OUT045,705.294044
FDZ19,OUT010,375.017461
FDV21,OUT045,1947.289319
NCL54,OUT018,2458.962226
DRI47,OUT027,3788.817381
DRG03,OUT049,2619.122625
FDG21,OUT013,2089.804828
FDW03,OUT018,1352.787173
NCI55,OUT046,1871.243068
DRC36,OUT019,457.4700803
FDH22,OUT017,1962.351422
FDV20,OUT045,1999.328501
NCU41,OUT027,4987.119692
FDN46,OUT027,2818.300533
FDK50,OUT045,2565.086267
NCA05,OUT027,3897.648922
DRH01,OUT018,2574.08227
FDT08,OUT018,2064.334455
FDM08,OUT018,3129.741501
FDZ07,OUT035,923.8119376
FDS22,OUT017,804.4219148
FDV35,OUT027,4029.886012
FDI28,OUT010,178.166288
FDW58,OUT027,2802.3551
FDT52,OUT045,3871.989622
FDY34,OUT046,2697.77423
FDR10,OUT046,2628.503012
FDK57,OUT017,1904.387034
FDR02,OUT027,2928.452559
FDX49,OUT046,4090.772994
FDQ20,OUT046,675.7595993
DRK23,OUT045,3689.786471
NCW06,OUT046,3019.557184
FDR31,OUT017,2574.096912
NCE43,OUT013,2845.592126
DRO59,OUT027,2004.135384
FDN09,OUT049,4114.403767
FDR11,OUT046,2758.410059
FDO57,OUT013,2643.299201
NCX18,OUT017,3471.20878
FDB05,OUT018,3215.522999
FDQ08,OUT018,735.1423866
NCG43,OUT035,1570.565699
FDJ56,OUT013,1610.89185
FDA13,OUT010,115.7525148
FDO56,OUT017,1936.585165
FDB37,OUT018,3425.748925
FDZ02,OUT018,1184.597162
FDQ24,OUT046,3846.488183
FDM16,OUT013,1052.016254
FDU35,OUT049,1683.259131
FDT35,OUT035,3036.793878
NCX30,OUT049,4173.589337
FDG04,OUT017,3364.8058
FDI12,OUT035,1383.06139
FDE35,OUT035,1229.217341
NCP14,OUT027,2829.46721
NCY53,OUT045,1810.024657
FDP49,OUT017,1001.892104
FDQ04,OUT017,734.9730105
FDM39,OUT035,2894.133389
FDO58,OUT019,388.4696507
FDC56,OUT017,1719.695325
NCQ54,OUT046,2706.116069
FDV10,OUT027,1270.949554
NCK17,OUT046,786.1339593
NCF55,OUT027,1134.206418
FDV33,OUT013,4486.987418
NCH29,OUT019,244.0225963
FDA37,OUT027,3120.788731
FDH46,OUT018,1373.686219
FDS25,OUT035,1934.931077
FDH04,OUT027,2292.237347
FDX52,OUT046,3156.499727
NCD42,OUT017,736.7818243
FDW47,OUT017,2154.417441
FDL25,OUT027,2466.416342
NCJ06,OUT010,256.4096312
FDY09,OUT013,2963.463941
FDS40,OUT046,706.1128716
FDH41,OUT017,3628.396681
FDG38,OUT035,1564.39549
FDU03,OUT027,5026.173698
FDV20,OUT046,1928.777998
DRB13,OUT045,3448.248752
NCQ30,OUT013,2001.552236
NCH06,OUT013,4262.352171
FDU50,OUT018,1450.615753
NCO42,OUT019,358.4132013
FDW09,OUT018,1025.476653
FDH04,OUT013,1311.91203
FDC21,OUT045,1578.136841
FDL21,OUT049,698.9326306
FDM46,OUT010,202.8780194
FDT22,OUT019,166.7142783
FDB28,OUT035,3137.479215
FDI12,OUT018,1138.865436
FDA28,OUT045,1957.222359
FDF59,OUT013,1896.165159
FDM45,OUT027,3291.945111
FDQ56,OUT017,1167.987436
FDR46,OUT049,2433.49142
FDT01,OUT013,3124.63157
FDD16,OUT027,1936.89287
NCU30,OUT010,378.4259315
FDM40,OUT010,315.1386194
FDI56,OUT035,1382.809633
NCS30,OUT013,2106.942077
FDU08,OUT017,1535.74813
FDX51,OUT027,5415.36592
FDA43,OUT045,3005.002956
FDX59,OUT010,116.4947125
FDC37,OUT018,1386.33061
FDP58,OUT013,3566.030753
NCY42,OUT035,2404.958929
FDF21,OUT018,2652.203471
FDU10,OUT027,1180.540639
DRL47,OUT018,1671.503345
FDA58,OUT018,3227.509164
FDJ22,OUT049,3273.794952
FDK50,OUT046,2506.840835
FDO38,OUT035,1330.048023
DRF60,OUT035,3947.070634
NCZ42,OUT019,611.9191427
FDD35,OUT049,2001.587608
FDL25,OUT045,1433.455438
FDJ16,OUT013,932.1697746
DRK59,OUT049,3912.581832
FDI50,OUT046,3967.624878
NCB19,OUT045,1231.478549
DRI37,OUT035,918.4639733
FDA14,OUT027,4137.962796
FDC08,OUT018,3353.787278
FDS45,OUT046,1818.620849
FDI21,OUT049,1031.122498
DRJ47,OUT035,3039.638956
DRE37,OUT027,5230.222317
FDT55,OUT018,2178.409778
NCG42,OUT027,3495.467862
FDA31,OUT049,2979.965467
NCW42,OUT046,3684.022978
FDF50,OUT017,3324.147464
FDK56,OUT049,3239.400946
FDX10,OUT035,707.570737
NCK07,OUT027,4178.104169
FDZ49,OUT017,3896.732252
FDR33,OUT013,1772.189432
FDO44,OUT018,1419.986388
FDA20,OUT046,2899.299777
NCL30,OUT045,2074.866238
FDI05,OUT019,209.1934943
FDQ12,OUT018,3063.130157
FDH47,OUT017,1970.371261
FDH34,OUT018,2556.346362
FDF29,OUT046,2213.436135
FDG40,OUT018,550.0502636
NCE18,OUT017,4277.76094
FDP21,OUT010,561.9308911
FDY50,OUT013,1430.330208
FDB36,OUT049,2195.293088
NCZ29,OUT049,2088.750882
FDU20,OUT018,1526.696431
FDO56,OUT013,1770.191069
FDW31,OUT049,3434.324437
DRH59,OUT013,1159.033551
NCB30,OUT017,3427.884788
FDK43,OUT027,3479.788856
FDW43,OUT045,3626.160143
NCL19,OUT017,2574.94921
FDJ27,OUT046,1396.531119
FDC45,OUT046,2397.022114
FDY40,OUT035,873.6402751
NCM41,OUT035,1541.77592
NCK18,OUT019,417.729375
FDP37,OUT049,2143.828017
FDA27,OUT027,6803.61184
NCX30,OUT035,4227.781579
FDR09,OUT017,4117.729665
FDG08,OUT027,4767.975799
NCU30,OUT013,2897.553712
FDB16,OUT017,1238.819014
FDM16,OUT017,1301.748623
FDC48,OUT013,1298.504272
NCF18,OUT046,2839.905493
FDU46,OUT018,1139.247018
FDH41,OUT018,2811.725093
NCN42,OUT010,334.7911584
FDU49,OUT046,1548.661388
FDB20,OUT027,2022.054065
